antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule
"frozenset({'Caesar Salad', 'Avocado Smoothie'})",frozenset({'Truffle Mushroom Pizza'}),0.0025,0.0265,0.001,0.4,15.094339622641511,1.0,0.00093375,1.6225,0.9360902255639096,0.03571428571428572,0.38366718027734975,0.2188679245283019,"Caesar Salad, Avocado Smoothie",Truffle Mushroom Pizza,"Caesar Salad, Avocado Smoothie → Truffle Mushroom Pizza"
"frozenset({'Rainbow Roll (8Pcs)', 'Seafood Chowder'})",frozenset({'Fresh Orange Juice'}),0.002,0.0335,0.001,0.5,14.925373134328357,1.0,0.000933,1.933,0.9348697394789579,0.02898550724637681,0.4826694257630626,0.26492537313432835,"Rainbow Roll (8Pcs), Seafood Chowder",Fresh Orange Juice,"Rainbow Roll (8Pcs), Seafood Chowder → Fresh Orange Juice"
"frozenset({'Mango Smoothie', 'Spicy Tuna Roll (8Pcs)'})",frozenset({'Four Cheese Pizza'}),0.002,0.0345,0.001,0.5,14.492753623188404,1.0,0.000931,1.931,0.9328657314629258,0.02816901408450704,0.4821336095287416,0.2644927536231884,"Mango Smoothie, Spicy Tuna Roll (8Pcs)",Four Cheese Pizza,"Mango Smoothie, Spicy Tuna Roll (8Pcs) → Four Cheese Pizza"
"frozenset({'Veggie Roll (8Pcs)', 'Mixed Grill Wrap'})",frozenset({'Caprese Salad'}),0.002,0.0345,0.001,0.5,14.492753623188404,1.0,0.000931,1.931,0.9328657314629258,0.02816901408450704,0.4821336095287416,0.2644927536231884,"Veggie Roll (8Pcs), Mixed Grill Wrap",Caprese Salad,"Veggie Roll (8Pcs), Mixed Grill Wrap → Caprese Salad"
"frozenset({'Classic Beef Burger', 'Fresh Orange Juice'})",frozenset({'Kunafa'}),0.0015,0.0465,0.001,0.6666666666666666,14.336917562724013,1.0,0.00093025,2.8604999999999996,0.9316474712068101,0.02127659574468085,0.6504107673483657,0.3440860215053763,"Classic Beef Burger, Fresh Orange Juice",Kunafa,"Classic Beef Burger, Fresh Orange Juice → Kunafa"
"frozenset({'Grilled Chicken Salad', 'Meat Lovers Pizza'})",frozenset({'Kunafa'}),0.0015,0.0465,0.001,0.6666666666666666,14.336917562724013,1.0,0.00093025,2.8604999999999996,0.9316474712068101,0.02127659574468085,0.6504107673483657,0.3440860215053763,"Grilled Chicken Salad, Meat Lovers Pizza",Kunafa,"Grilled Chicken Salad, Meat Lovers Pizza → Kunafa"
"frozenset({'Crispy Chicken Burger', 'Bbq Bacon Burger'})",frozenset({'Mango Smoothie'}),0.0025,0.028,0.001,0.4,14.285714285714286,1.0,0.00093,1.62,0.9323308270676691,0.03389830508474576,0.3827160493827161,0.21785714285714286,"Crispy Chicken Burger, Bbq Bacon Burger",Mango Smoothie,"Crispy Chicken Burger, Bbq Bacon Burger → Mango Smoothie"
"frozenset({'Four Cheese Pizza', 'Spicy Tuna Roll (8Pcs)'})",frozenset({'Mango Smoothie'}),0.0025,0.028,0.001,0.4,14.285714285714286,1.0,0.00093,1.62,0.9323308270676691,0.03389830508474576,0.3827160493827161,0.21785714285714286,"Four Cheese Pizza, Spicy Tuna Roll (8Pcs)",Mango Smoothie,"Four Cheese Pizza, Spicy Tuna Roll (8Pcs) → Mango Smoothie"
"frozenset({'Meat Shawarma Wrap', 'Fattoush Salad'})",frozenset({'Mango Smoothie'}),0.0025,0.028,0.001,0.4,14.285714285714286,1.0,0.00093,1.62,0.9323308270676691,0.03389830508474576,0.3827160493827161,0.21785714285714286,"Meat Shawarma Wrap, Fattoush Salad",Mango Smoothie,"Meat Shawarma Wrap, Fattoush Salad → Mango Smoothie"
"frozenset({'Umm Ali', 'Seafood Chowder'})",frozenset({'Penne Arrabiata'}),0.002,0.0355,0.001,0.5,14.084507042253522,1.0,0.000929,1.929,0.9308617234468939,0.027397260273972605,0.4815966822187662,0.2640845070422535,"Umm Ali, Seafood Chowder",Penne Arrabiata,"Umm Ali, Seafood Chowder → Penne Arrabiata"
"frozenset({'Cheesecake Slice', 'Shawarma Plate'})",frozenset({'Penne Arrabiata'}),0.002,0.0355,0.001,0.5,14.084507042253522,1.0,0.000929,1.929,0.9308617234468939,0.027397260273972605,0.4815966822187662,0.2640845070422535,"Cheesecake Slice, Shawarma Plate",Penne Arrabiata,"Cheesecake Slice, Shawarma Plate → Penne Arrabiata"
"frozenset({'Falafel Wrap', 'Bbq Chicken Pizza'})",frozenset({'Hot Chocolate'}),0.002,0.0355,0.001,0.5,14.084507042253522,1.0,0.000929,1.929,0.9308617234468939,0.027397260273972605,0.4815966822187662,0.2640845070422535,"Falafel Wrap, Bbq Chicken Pizza",Hot Chocolate,"Falafel Wrap, Bbq Chicken Pizza → Hot Chocolate"
"frozenset({'Dragon Roll (8Pcs)', 'Blt Sandwich'})",frozenset({'Hot Chocolate'}),0.002,0.0355,0.001,0.5,14.084507042253522,1.0,0.000929,1.929,0.9308617234468939,0.027397260273972605,0.4815966822187662,0.2640845070422535,"Dragon Roll (8Pcs), Blt Sandwich",Hot Chocolate,"Dragon Roll (8Pcs), Blt Sandwich → Hot Chocolate"
"frozenset({'Sashimi Platter (12Pcs)', 'Bbq Bacon Burger'})",frozenset({'Hot Chocolate'}),0.002,0.0355,0.001,0.5,14.084507042253522,1.0,0.000929,1.929,0.9308617234468939,0.027397260273972605,0.4815966822187662,0.2640845070422535,"Sashimi Platter (12Pcs), Bbq Bacon Burger",Hot Chocolate,"Sashimi Platter (12Pcs), Bbq Bacon Burger → Hot Chocolate"
"frozenset({'Crispy Chicken Burger', 'Mushroom Cream Soup'})",frozenset({'Meat Lovers Pizza'}),0.0015,0.0475,0.001,0.6666666666666666,14.035087719298245,1.0,0.00092875,2.8575,0.9301452178267401,0.020833333333333332,0.6500437445319335,0.343859649122807,"Crispy Chicken Burger, Mushroom Cream Soup",Meat Lovers Pizza,"Crispy Chicken Burger, Mushroom Cream Soup → Meat Lovers Pizza"
"frozenset({'Caprese Salad', 'French Onion Soup'})",frozenset({'Meat Lovers Pizza'}),0.0015,0.0475,0.001,0.6666666666666666,14.035087719298245,1.0,0.00092875,2.8575,0.9301452178267401,0.020833333333333332,0.6500437445319335,0.343859649122807,"Caprese Salad, French Onion Soup",Meat Lovers Pizza,"Caprese Salad, French Onion Soup → Meat Lovers Pizza"
"frozenset({'Mixed Grill Wrap', 'French Onion Soup'})",frozenset({'Spicy Jalapeño Burger'}),0.003,0.024,0.001,0.3333333333333333,13.888888888888888,1.0,0.000928,1.4639999999999997,0.9307923771313942,0.038461538461538464,0.3169398907103825,0.1875,"Mixed Grill Wrap, French Onion Soup",Spicy Jalapeño Burger,"Mixed Grill Wrap, French Onion Soup → Spicy Jalapeño Burger"
"frozenset({'Mango Smoothie', 'Four Cheese Pizza'})",frozenset({'Spicy Tuna Roll (8Pcs)'}),0.0015,0.0485,0.001,0.6666666666666666,13.745704467353951,1.0,0.00092725,2.8545,0.9286429644466699,0.02040816326530612,0.649675950253985,0.3436426116838488,"Mango Smoothie, Four Cheese Pizza",Spicy Tuna Roll (8Pcs),"Mango Smoothie, Four Cheese Pizza → Spicy Tuna Roll (8Pcs)"
"frozenset({'Mango Smoothie', 'Crispy Chicken Burger'})",frozenset({'Bbq Bacon Burger'}),0.002,0.0365,0.001,0.5,13.698630136986303,1.0,0.000927,1.927,0.9288577154308617,0.02666666666666667,0.48105864037363777,0.2636986301369863,"Mango Smoothie, Crispy Chicken Burger",Bbq Bacon Burger,"Mango Smoothie, Crispy Chicken Burger → Bbq Bacon Burger"
"frozenset({'Rainbow Roll (8Pcs)', 'Seafood Chowder'})",frozenset({'Bbq Bacon Burger'}),0.002,0.0365,0.001,0.5,13.698630136986303,1.0,0.000927,1.927,0.9288577154308617,0.02666666666666667,0.48105864037363777,0.2636986301369863,"Rainbow Roll (8Pcs), Seafood Chowder",Bbq Bacon Burger,"Rainbow Roll (8Pcs), Seafood Chowder → Bbq Bacon Burger"
"frozenset({'Club Sandwich', 'Pasta Carbonara'})",frozenset({'Crispy Chicken Burger'}),0.0015,0.049,0.001,0.6666666666666666,13.605442176870747,1.0,0.0009265,2.8529999999999998,0.927891837756635,0.0202020202020202,0.6494917630564317,0.3435374149659864,"Club Sandwich, Pasta Carbonara",Crispy Chicken Burger,"Club Sandwich, Pasta Carbonara → Crispy Chicken Burger"
"frozenset({'Crème Brûlée', 'Meat Lovers Pizza'})",frozenset({'Tuna Melt'}),0.002,0.037,0.001,0.5,13.513513513513514,1.0,0.0009260000000000001,1.926,0.9278557114228457,0.026315789473684213,0.48078920041536866,0.2635135135135135,"Crème Brûlée, Meat Lovers Pizza",Tuna Melt,"Crème Brûlée, Meat Lovers Pizza → Tuna Melt"
"frozenset({'Waffles & Ice Cream', 'Salmon Nigiri (2Pcs)'})",frozenset({'Blt Sandwich'}),0.002,0.0375,0.001,0.5,13.333333333333334,1.0,0.000925,1.925,0.9268537074148298,0.025974025974025976,0.4805194805194805,0.2633333333333333,"Waffles & Ice Cream, Salmon Nigiri (2Pcs)",Blt Sandwich,"Waffles & Ice Cream, Salmon Nigiri (2Pcs) → Blt Sandwich"
"frozenset({'Veggie Garden Burger', 'Waffles & Ice Cream'})",frozenset({'Fattoush Salad'}),0.002,0.0375,0.001,0.5,13.333333333333334,1.0,0.000925,1.925,0.9268537074148298,0.025974025974025976,0.4805194805194805,0.2633333333333333,"Veggie Garden Burger, Waffles & Ice Cream",Fattoush Salad,"Veggie Garden Burger, Waffles & Ice Cream → Fattoush Salad"
"frozenset({'Tiramisu', 'Meat Lovers Pizza'})",frozenset({'Bbq Chicken Pizza'}),0.002,0.0565,0.0015,0.75,13.274336283185841,1.0,0.001387,3.774,0.9265197060788243,0.02631578947368421,0.7350291467938527,0.38827433628318586,"Tiramisu, Meat Lovers Pizza",Bbq Chicken Pizza,"Tiramisu, Meat Lovers Pizza → Bbq Chicken Pizza"
"frozenset({'Kunafa', 'Pasta Carbonara'})",frozenset({'Veggie Garden Burger'}),0.004,0.019,0.001,0.25,13.157894736842106,1.0,0.000924,1.308,0.9277108433734941,0.045454545454545456,0.23547400611620797,0.1513157894736842,"Kunafa, Pasta Carbonara",Veggie Garden Burger,"Kunafa, Pasta Carbonara → Veggie Garden Burger"
"frozenset({'Rainbow Roll (8Pcs)', 'Blt Sandwich'})",frozenset({'Spaghetti Bolognese'}),0.001,0.0775,0.001,1.0,12.903225806451614,1.0,0.0009225,inf,0.9234234234234233,0.012903225806451613,1.0,0.5064516129032258,"Rainbow Roll (8Pcs), Blt Sandwich",Spaghetti Bolognese,"Rainbow Roll (8Pcs), Blt Sandwich → Spaghetti Bolognese"
"frozenset({'Chicken Shawarma Wrap', 'Grilled Cheese'})",frozenset({'Pepperoni Pizza'}),0.001,0.0775,0.001,1.0,12.903225806451614,1.0,0.0009225,inf,0.9234234234234233,0.012903225806451613,1.0,0.5064516129032258,"Chicken Shawarma Wrap, Grilled Cheese",Pepperoni Pizza,"Chicken Shawarma Wrap, Grilled Cheese → Pepperoni Pizza"
"frozenset({'Truffle Burger', 'Club Sandwich', 'Cheese Shawarma'})",frozenset({'Spaghetti Bolognese'}),0.001,0.0775,0.001,1.0,12.903225806451614,1.0,0.0009225,inf,0.9234234234234233,0.012903225806451613,1.0,0.5064516129032258,"Truffle Burger, Club Sandwich, Cheese Shawarma",Spaghetti Bolognese,"Truffle Burger, Club Sandwich, Cheese Shawarma → Spaghetti Bolognese"
"frozenset({'Truffle Burger', 'Club Sandwich', 'Iced Latte'})",frozenset({'Spaghetti Bolognese'}),0.001,0.0775,0.001,1.0,12.903225806451614,1.0,0.0009225,inf,0.9234234234234233,0.012903225806451613,1.0,0.5064516129032258,"Truffle Burger, Club Sandwich, Iced Latte",Spaghetti Bolognese,"Truffle Burger, Club Sandwich, Iced Latte → Spaghetti Bolognese"
"frozenset({'Dragon Roll (8Pcs)', 'Grilled Cheese'})",frozenset({'Pepperoni Pizza'}),0.001,0.0775,0.001,1.0,12.903225806451614,1.0,0.0009225,inf,0.9234234234234233,0.012903225806451613,1.0,0.5064516129032258,"Dragon Roll (8Pcs), Grilled Cheese",Pepperoni Pizza,"Dragon Roll (8Pcs), Grilled Cheese → Pepperoni Pizza"
"frozenset({'Lasagna', 'Fettuccine Alfredo'})",frozenset({'Spaghetti Bolognese'}),0.001,0.0775,0.001,1.0,12.903225806451614,1.0,0.0009225,inf,0.9234234234234233,0.012903225806451613,1.0,0.5064516129032258,"Lasagna, Fettuccine Alfredo",Spaghetti Bolognese,"Lasagna, Fettuccine Alfredo → Spaghetti Bolognese"
"frozenset({'Meat Lovers Pizza', 'Fresh Orange Juice'})",frozenset({'Seafood Chowder'}),0.0025,0.031,0.001,0.4,12.903225806451614,1.0,0.0009225,1.615,0.9248120300751879,0.030769230769230767,0.38080495356037153,0.2161290322580645,"Meat Lovers Pizza, Fresh Orange Juice",Seafood Chowder,"Meat Lovers Pizza, Fresh Orange Juice → Seafood Chowder"
"frozenset({'Mint Lemonade', 'Veggie Supreme Pizza'})",frozenset({'Classic Beef Burger'}),0.002,0.039,0.001,0.5,12.820512820512821,1.0,0.0009220000000000001,1.922,0.9238476953907817,0.025,0.47970863683662857,0.26282051282051283,"Mint Lemonade, Veggie Supreme Pizza",Classic Beef Burger,"Mint Lemonade, Veggie Supreme Pizza → Classic Beef Burger"
"frozenset({'Spaghetti Bolognese', 'Veggie Supreme Pizza'})",frozenset({'Fettuccine Alfredo'}),0.0025,0.0315,0.001,0.4,12.6984126984127,1.0,0.00092125,1.6141666666666667,0.9235588972431076,0.030303030303030304,0.380485286525555,0.21587301587301588,"Spaghetti Bolognese, Veggie Supreme Pizza",Fettuccine Alfredo,"Spaghetti Bolognese, Veggie Supreme Pizza → Fettuccine Alfredo"
"frozenset({'Waffles & Ice Cream', 'Blt Sandwich'})",frozenset({'Salmon Nigiri (2Pcs)'}),0.002,0.0395,0.001,0.5,12.658227848101266,1.0,0.000921,1.921,0.9228456913827656,0.024691358024691357,0.47943779281624155,0.2626582278481013,"Waffles & Ice Cream, Blt Sandwich",Salmon Nigiri (2Pcs),"Waffles & Ice Cream, Blt Sandwich → Salmon Nigiri (2Pcs)"
"frozenset({'Tiramisu', 'Bbq Chicken Pizza'})",frozenset({'Meat Lovers Pizza'}),0.0025,0.0475,0.0015,0.6,12.631578947368421,1.0,0.00138125,2.38125,0.923141186299081,0.030927835051546393,0.5800524934383202,0.3157894736842105,"Tiramisu, Bbq Chicken Pizza",Meat Lovers Pizza,"Tiramisu, Bbq Chicken Pizza → Meat Lovers Pizza"
"frozenset({'Fettuccine Alfredo', 'Spaghetti Bolognese'})",frozenset({'Lasagna'}),0.003,0.0265,0.001,0.3333333333333333,12.578616352201257,1.0,0.0009205,1.4602499999999998,0.9232698094282847,0.03508771929824562,0.31518575586372194,0.18553459119496854,"Fettuccine Alfredo, Spaghetti Bolognese",Lasagna,"Fettuccine Alfredo, Spaghetti Bolognese → Lasagna"
"frozenset({'Rainbow Roll (8Pcs)', 'Veggie Roll (8Pcs)'})",frozenset({'Crème Brûlée'}),0.002,0.04,0.001,0.5,12.5,1.0,0.00092,1.92,0.9218436873747495,0.024390243902439025,0.4791666666666667,0.2625,"Rainbow Roll (8Pcs), Veggie Roll (8Pcs)",Crème Brûlée,"Rainbow Roll (8Pcs), Veggie Roll (8Pcs) → Crème Brûlée"
"frozenset({'Meat Shawarma Wrap', 'Veggie Supreme Pizza'})",frozenset({'French Onion Soup'}),0.0015,0.0535,0.001,0.6666666666666666,12.461059190031152,1.0,0.00091975,2.8394999999999997,0.9211316975463194,0.018518518518518517,0.6478253213593942,0.3426791277258567,"Meat Shawarma Wrap, Veggie Supreme Pizza",French Onion Soup,"Meat Shawarma Wrap, Veggie Supreme Pizza → French Onion Soup"
"frozenset({'Grilled Cheese', 'Mint Lemonade'})",frozenset({'French Onion Soup'}),0.0015,0.0535,0.001,0.6666666666666666,12.461059190031152,1.0,0.00091975,2.8394999999999997,0.9211316975463194,0.018518518518518517,0.6478253213593942,0.3426791277258567,"Grilled Cheese, Mint Lemonade",French Onion Soup,"Grilled Cheese, Mint Lemonade → French Onion Soup"
"frozenset({'Spaghetti Bolognese', 'Iced Latte'})",frozenset({'Club Sandwich'}),0.0025,0.0325,0.001,0.4,12.307692307692308,1.0,0.00091875,1.6125,0.9210526315789472,0.029411764705882353,0.37984496124031014,0.2153846153846154,"Spaghetti Bolognese, Iced Latte",Club Sandwich,"Spaghetti Bolognese, Iced Latte → Club Sandwich"
"frozenset({'Blt Sandwich', 'French Onion Soup'})",frozenset({'Truffle Burger'}),0.0015,0.0555,0.001,0.6666666666666666,12.012012012012011,1.0,0.00091675,2.8335,0.9181271907861792,0.017857142857142856,0.6470795835539086,0.34234234234234234,"Blt Sandwich, French Onion Soup",Truffle Burger,"Blt Sandwich, French Onion Soup → Truffle Burger"
"frozenset({'Veggie Garden Burger', 'Caesar Salad'})",frozenset({'Truffle Burger'}),0.0015,0.0555,0.001,0.6666666666666666,12.012012012012011,1.0,0.00091675,2.8335,0.9181271907861792,0.017857142857142856,0.6470795835539086,0.34234234234234234,"Veggie Garden Burger, Caesar Salad",Truffle Burger,"Veggie Garden Burger, Caesar Salad → Truffle Burger"
"frozenset({'Club Sandwich', 'Iced Latte'})",frozenset({'Truffle Burger'}),0.0015,0.0555,0.001,0.6666666666666666,12.012012012012011,1.0,0.00091675,2.8335,0.9181271907861792,0.017857142857142856,0.6470795835539086,0.34234234234234234,"Club Sandwich, Iced Latte",Truffle Burger,"Club Sandwich, Iced Latte → Truffle Burger"
"frozenset({'Caprese Salad', 'Mixed Grill Wrap'})",frozenset({'Veggie Roll (8Pcs)'}),0.0015,0.0555,0.001,0.6666666666666666,12.012012012012011,1.0,0.00091675,2.8335,0.9181271907861792,0.017857142857142856,0.6470795835539086,0.34234234234234234,"Caprese Salad, Mixed Grill Wrap",Veggie Roll (8Pcs),"Caprese Salad, Mixed Grill Wrap → Veggie Roll (8Pcs)"
"frozenset({'Mushroom Cream Soup', 'Truffle Mushroom Pizza'})",frozenset({'Veggie Roll (8Pcs)'}),0.0015,0.0555,0.001,0.6666666666666666,12.012012012012011,1.0,0.00091675,2.8335,0.9181271907861792,0.017857142857142856,0.6470795835539086,0.34234234234234234,"Mushroom Cream Soup, Truffle Mushroom Pizza",Veggie Roll (8Pcs),"Mushroom Cream Soup, Truffle Mushroom Pizza → Veggie Roll (8Pcs)"
"frozenset({'Classic Beef Burger', 'Kunafa'})",frozenset({'Fresh Orange Juice'}),0.0025,0.0335,0.001,0.4,11.940298507462687,1.0,0.00091625,1.6108333333333333,0.9185463659147868,0.02857142857142857,0.37920331091567516,0.21492537313432836,"Classic Beef Burger, Kunafa",Fresh Orange Juice,"Classic Beef Burger, Kunafa → Fresh Orange Juice"
"frozenset({'Seafood Chowder', 'Meat Lovers Pizza'})",frozenset({'Fresh Orange Juice'}),0.0025,0.0335,0.001,0.4,11.940298507462687,1.0,0.00091625,1.6108333333333333,0.9185463659147868,0.02857142857142857,0.37920331091567516,0.21492537313432836,"Seafood Chowder, Meat Lovers Pizza",Fresh Orange Juice,"Seafood Chowder, Meat Lovers Pizza → Fresh Orange Juice"
"frozenset({'Tiramisu', 'Blt Sandwich'})",frozenset({'Hawaiian Pizza'}),0.002,0.042,0.001,0.5,11.904761904761903,1.0,0.000916,1.916,0.9178356713426854,0.023255813953488372,0.47807933194154495,0.2619047619047619,"Tiramisu, Blt Sandwich",Hawaiian Pizza,"Tiramisu, Blt Sandwich → Hawaiian Pizza"
"frozenset({'Waffles & Ice Cream', 'Blt Sandwich'})",frozenset({'Hawaiian Pizza'}),0.002,0.042,0.001,0.5,11.904761904761903,1.0,0.000916,1.916,0.9178356713426854,0.023255813953488372,0.47807933194154495,0.2619047619047619,"Waffles & Ice Cream, Blt Sandwich",Hawaiian Pizza,"Waffles & Ice Cream, Blt Sandwich → Hawaiian Pizza"
"frozenset({'Veggie Roll (8Pcs)', 'Shawarma Plate'})",frozenset({'Hawaiian Pizza'}),0.002,0.042,0.001,0.5,11.904761904761903,1.0,0.000916,1.916,0.9178356713426854,0.023255813953488372,0.47807933194154495,0.2619047619047619,"Veggie Roll (8Pcs), Shawarma Plate",Hawaiian Pizza,"Veggie Roll (8Pcs), Shawarma Plate → Hawaiian Pizza"
"frozenset({'Pepperoni Pizza', 'Grilled Cheese'})",frozenset({'Chicken Shawarma Wrap'}),0.0045,0.019,0.001,0.22222222222222224,11.695906432748538,1.0,0.0009145000000000001,1.2612857142857143,0.9186338523355098,0.044444444444444446,0.20715822856495641,0.13742690058479534,"Pepperoni Pizza, Grilled Cheese",Chicken Shawarma Wrap,"Pepperoni Pizza, Grilled Cheese → Chicken Shawarma Wrap"
"frozenset({'Fattoush Salad', 'Waffles & Ice Cream'})",frozenset({'Veggie Garden Burger'}),0.0045,0.019,0.001,0.22222222222222224,11.695906432748538,1.0,0.0009145000000000001,1.2612857142857143,0.9186338523355098,0.044444444444444446,0.20715822856495641,0.13742690058479534,"Fattoush Salad, Waffles & Ice Cream",Veggie Garden Burger,"Fattoush Salad, Waffles & Ice Cream → Veggie Garden Burger"
"frozenset({'Caesar Salad', 'Truffle Burger'})",frozenset({'Veggie Garden Burger'}),0.0045,0.019,0.001,0.22222222222222224,11.695906432748538,1.0,0.0009145000000000001,1.2612857142857143,0.9186338523355098,0.044444444444444446,0.20715822856495641,0.13742690058479534,"Caesar Salad, Truffle Burger",Veggie Garden Burger,"Caesar Salad, Truffle Burger → Veggie Garden Burger"
"frozenset({'Lentil Soup', 'Meat Lovers Pizza'})",frozenset({'Caprese Salad'}),0.0025,0.0345,0.001,0.4,11.594202898550725,1.0,0.0009137500000000001,1.6091666666666669,0.9160401002506265,0.027777777777777776,0.3785603314344899,0.21449275362318843,"Lentil Soup, Meat Lovers Pizza",Caprese Salad,"Lentil Soup, Meat Lovers Pizza → Caprese Salad"
"frozenset({'Fattoush Salad', 'Pesto Pasta'})",frozenset({'Cheesecake Slice'}),0.0015,0.0575,0.001,0.6666666666666666,11.594202898550723,1.0,0.0009137500000000001,2.8274999999999997,0.9151226840260391,0.017241379310344827,0.6463306808134394,0.34202898550724636,"Fattoush Salad, Pesto Pasta",Cheesecake Slice,"Fattoush Salad, Pesto Pasta → Cheesecake Slice"
"frozenset({'Veggie Garden Burger', 'Fattoush Salad'})",frozenset({'Iced Latte'}),0.0015,0.058,0.001,0.6666666666666666,11.494252873563218,1.0,0.000913,2.8259999999999996,0.914371557336004,0.017094017094017092,0.646142958244869,0.34195402298850575,"Veggie Garden Burger, Fattoush Salad",Iced Latte,"Veggie Garden Burger, Fattoush Salad → Iced Latte"
"frozenset({'Truffle Burger', 'Club Sandwich', 'Spaghetti Bolognese'})",frozenset({'Iced Latte'}),0.0015,0.058,0.001,0.6666666666666666,11.494252873563218,1.0,0.000913,2.8259999999999996,0.914371557336004,0.017094017094017092,0.646142958244869,0.34195402298850575,"Truffle Burger, Club Sandwich, Spaghetti Bolognese",Iced Latte,"Truffle Burger, Club Sandwich, Spaghetti Bolognese → Iced Latte"
